distance_km,num_stops,traffic,weather,pickup_hour,day_of_week,package_size,delivery_experience_years,delivery_time_min
5.39,1,heavy,sunny,20,2,small,5,31.0
25.17,0,low,windy,11,3,small,4,51.4
29.68,4,very_heavy,sunny,12,5,medium,0,148.7
16.9,2,very_heavy,sunny,11,6,small,10,98.8
25.25,0,moderate,sunny,18,0,medium,6,89.8
29.71,1,moderate,sunny,21,1,medium,8,80.7
4.68,3,moderate,rainy,20,4,small,4,33.7
13.72,3,low,sunny,19,1,large,2,43.6
12.08,4,moderate,sunny,12,4,small,3,49.6
2.86,0,moderate,sunny,11,2,small,0,20.2
22.78,0,moderate,rainy,20,1,small,9,80.3
13.3,0,low,rainy,12,3,medium,5,41.0
14.35,2,heavy,rainy,10,3,small,3,77.8
4.94,4,low,sunny,19,4,small,7,38.6
5.84,3,moderate,sunny,14,5,medium,1,33.3
27.26,1,low,rainy,8,6,medium,5,86.7
1.82,3,low,rainy,20,3,small,4,30.6
7.37,3,low,sunny,11,4,small,9,37.6
9.12,1,moderate,windy,11,5,small,8,30.6
14.96,4,moderate,sunny,14,6,small,8,58.9
17.8,2,moderate,sunny,11,4,medium,2,52.2
15.05,0,moderate,windy,19,1,small,5,63.3
2.98,2,moderate,sunny,17,2,small,10,21.5
7.69,4,low,windy,15,1,small,0,43.6
25.39,4,low,rainy,10,1,medium,7,102.4
19.31,1,moderate,windy,14,2,medium,3,52.7
19.65,4,moderate,sunny,11,3,small,8,41.5
20.27,2,moderate,rainy,21,5,medium,5,68.4
23.01,2,low,rainy,18,2,medium,7,90.0
2.21,0,heavy,sunny,8,1,small,2,13.8
11.31,5,low,sunny,14,0,small,9,44.0
16.42,5,moderate,sunny,18,1,small,9,55.1
10.48,1,low,sunny,14,3,medium,7,29.7
25.41,3,moderate,windy,8,2,small,4,82.6
14.74,4,moderate,sunny,9,2,small,1,82.4
23.17,3,heavy,rainy,17,2,medium,2,88.5
25.63,1,low,sunny,14,3,medium,4,70.1
15.39,5,moderate,sunny,15,4,medium,8,57.5
27.33,1,low,snowy,11,0,small,10,83.5
17.82,2,moderate,sunny,10,6,small,6,48.6
25.58,2,low,sunny,13,2,medium,10,64.2
10.55,5,low,sunny,15,0,medium,2,41.7
15.22,3,heavy,sunny,14,1,large,8,56.5
16.18,4,low,sunny,20,3,medium,5,62.8
3.6,5,low,rainy,9,3,small,1,33.5
12.26,5,heavy,sunny,14,0,small,7,53.8
27.56,5,heavy,rainy,10,3,large,9,153.6
19.11,5,heavy,rainy,7,1,medium,4,105.2
5.74,5,moderate,sunny,13,6,small,2,23.1
10.5,5,moderate,sunny,7,2,small,3,58.6
6.15,3,heavy,sunny,12,6,medium,6,41.0
1.23,0,low,rainy,16,4,small,7,5.0
27.86,0,heavy,sunny,12,6,medium,2,109.5
13.72,4,low,sunny,17,3,medium,7,56.0
9.57,1,heavy,sunny,11,0,small,8,44.8
18.16,4,moderate,sunny,13,4,large,0,81.5
0.72,5,moderate,rainy,20,3,large,4,35.2
8.7,3,moderate,sunny,10,5,small,2,46.2
21.24,4,low,sunny,14,2,small,8,53.0
19.2,1,moderate,sunny,17,1,large,7,76.8
29.46,2,heavy,rainy,12,0,small,5,107.4
18.8,5,moderate,rainy,11,5,large,2,86.2
14.59,4,moderate,sunny,17,1,small,5,67.8
22.96,1,low,sunny,8,4,medium,10,51.6
27.15,5,moderate,rainy,10,0,medium,10,101.1
21.76,2,moderate,sunny,13,0,small,1,48.2
28.91,5,low,sunny,10,4,medium,5,104.8
23.57,3,heavy,sunny,15,2,small,8,76.7
26.07,3,moderate,sunny,16,3,small,3,70.9
3.87,0,moderate,sunny,21,0,small,10,14.2
22.11,2,very_heavy,sunny,16,1,small,5,130.3
13.48,4,moderate,sunny,15,0,small,3,60.3
16.82,5,heavy,sunny,17,1,small,10,74.2
19.8,0,moderate,sunny,10,1,small,6,49.8
29.11,0,moderate,sunny,14,2,small,0,66.9
29.55,4,low,sunny,19,1,small,1,83.6
9.0,2,low,rainy,9,3,medium,10,40.1
22.15,5,moderate,rainy,11,6,small,6,100.6
22.62,0,low,windy,10,0,medium,9,67.6
10.72,2,low,sunny,21,6,small,10,21.1
4.15,0,moderate,sunny,12,2,small,8,18.0
1.71,4,heavy,sunny,11,4,small,10,32.9
23.43,5,low,windy,19,4,small,10,92.3
14.95,0,heavy,sunny,20,5,medium,4,46.1
29.57,1,heavy,sunny,7,6,medium,7,82.5
14.22,5,heavy,rainy,20,6,small,9,104.3
29.35,0,heavy,sunny,17,0,small,10,102.6
12.64,5,heavy,sunny,19,2,medium,9,63.1
23.91,5,low,sunny,8,3,small,8,82.4
3.0,0,moderate,rainy,7,3,medium,3,20.7
16.89,0,heavy,rainy,12,6,medium,4,91.4
24.16,4,moderate,sunny,19,4,small,9,104.3
27.78,0,heavy,rainy,14,2,small,1,130.6
24.77,3,very_heavy,sunny,17,6,small,1,122.2
1.59,0,low,sunny,10,5,medium,8,13.2
11.49,3,moderate,windy,12,5,large,10,49.1
1.94,2,moderate,rainy,20,4,small,4,16.7
3.72,4,low,windy,14,0,large,9,21.6
20.42,5,moderate,rainy,18,6,small,3,99.8
21.54,2,heavy,sunny,16,4,small,5,97.1
23.32,3,moderate,sunny,9,1,medium,10,81.6
26.03,3,low,sunny,21,1,large,4,108.7
22.31,5,heavy,sunny,21,2,small,9,100.7
24.13,1,low,sunny,18,1,medium,10,72.2
1.94,1,heavy,sunny,14,4,small,8,11.4
7.42,2,low,sunny,13,3,large,0,36.4
18.85,4,heavy,rainy,11,1,medium,10,113.0
25.81,5,moderate,sunny,16,4,medium,5,79.2
0.63,1,moderate,sunny,11,2,medium,3,16.0
15.68,0,moderate,rainy,9,1,medium,5,49.1
20.48,3,low,rainy,7,6,large,4,93.5
1.37,3,moderate,sunny,13,2,medium,4,15.9
12.34,2,heavy,rainy,19,1,small,7,60.0
26.92,1,heavy,rainy,18,5,large,1,151.6
20.31,5,low,windy,19,5,medium,6,80.8
7.51,5,moderate,sunny,16,1,medium,2,48.9
25.66,4,heavy,sunny,20,0,medium,8,108.1
10.77,3,heavy,rainy,18,5,small,10,55.8
25.67,1,moderate,sunny,19,3,small,5,73.5
9.32,2,low,rainy,14,3,small,8,38.5
17.91,0,heavy,rainy,8,2,large,3,70.3
12.21,1,moderate,rainy,12,4,medium,9,44.6
8.61,2,moderate,windy,19,4,medium,5,46.0
26.65,2,heavy,sunny,18,0,small,5,119.3
6.03,0,low,windy,7,1,large,1,21.4
3.0,5,heavy,rainy,8,6,small,7,62.8
10.59,1,low,sunny,16,1,small,8,34.0
21.67,3,heavy,rainy,21,6,large,5,86.7
24.32,2,very_heavy,rainy,17,2,medium,1,130.7
29.96,2,very_heavy,snowy,21,1,large,7,172.6
9.24,5,heavy,sunny,7,4,medium,6,77.5
12.53,4,heavy,sunny,20,4,small,9,80.3
4.54,5,low,rainy,8,2,small,10,56.6
17.46,2,very_heavy,sunny,20,5,large,2,113.4
29.93,1,heavy,rainy,21,0,small,3,95.6
21.18,2,moderate,sunny,14,0,medium,10,79.2
18.06,3,moderate,sunny,14,4,small,1,56.9
12.07,2,low,sunny,14,4,small,10,45.5
27.5,2,moderate,rainy,15,4,medium,1,83.0
15.16,0,heavy,sunny,19,5,large,4,56.9
4.46,3,moderate,rainy,11,6,small,1,32.6
11.28,4,moderate,rainy,11,3,small,10,63.6
2.48,3,moderate,rainy,21,3,small,5,22.0
6.46,5,low,sunny,19,6,small,9,35.5
1.02,5,very_heavy,sunny,15,6,medium,0,35.5
13.87,5,low,rainy,10,0,small,0,73.2
19.22,0,low,sunny,21,3,small,5,61.1
10.63,5,low,sunny,20,6,medium,0,45.4
12.9,2,heavy,windy,11,0,medium,5,54.5
28.8,2,heavy,sunny,15,6,small,7,93.8
22.68,2,low,sunny,13,5,large,5,87.1
16.46,1,low,snowy,19,1,small,8,50.2
8.89,5,moderate,sunny,17,4,small,1,58.6
26.96,3,low,sunny,14,3,large,2,101.7
7.44,5,heavy,sunny,21,2,small,1,61.9
10.1,5,low,rainy,16,4,large,5,76.7
27.32,2,moderate,windy,14,5,medium,4,75.3
16.12,4,moderate,rainy,20,6,large,5,73.9
22.4,3,moderate,snowy,13,2,small,1,86.1
17.93,2,moderate,sunny,13,1,small,4,59.6
19.78,4,low,rainy,12,6,large,8,93.7
9.33,4,low,sunny,10,2,medium,0,55.7
7.62,5,low,windy,11,5,large,8,54.0
10.01,4,low,windy,8,5,small,2,56.4
5.09,3,very_heavy,sunny,17,0,medium,9,58.0
26.29,5,low,rainy,15,2,small,8,90.7
8.86,0,moderate,rainy,20,0,small,4,26.2
17.06,4,low,sunny,16,4,medium,0,63.2
23.86,2,heavy,rainy,8,5,medium,4,94.2
23.62,2,heavy,snowy,16,3,medium,6,102.5
13.43,4,heavy,sunny,9,2,small,3,93.0
14.55,1,moderate,sunny,7,6,medium,6,45.9
29.84,5,heavy,snowy,16,0,large,9,132.6
20.4,2,moderate,sunny,7,0,small,10,48.0
24.53,2,heavy,sunny,13,2,medium,4,81.7
27.13,1,heavy,rainy,20,6,large,10,136.6
23.73,2,low,rainy,10,6,small,2,86.3
5.96,5,moderate,sunny,17,3,medium,10,38.7
17.08,0,low,sunny,12,6,large,1,50.9
3.51,3,low,rainy,8,6,medium,5,41.2
19.76,5,heavy,sunny,9,4,small,7,89.9
28.68,2,low,rainy,8,0,medium,0,74.5
15.63,3,heavy,windy,9,6,medium,4,91.0
13.27,2,very_heavy,sunny,9,4,medium,3,90.9
1.56,0,moderate,windy,20,0,small,8,8.5
28.81,3,moderate,rainy,19,5,small,5,125.3
3.54,5,moderate,windy,12,2,medium,1,48.8
1.71,3,heavy,sunny,17,5,small,0,35.5
7.76,2,low,sunny,10,1,large,0,52.1
2.43,0,low,rainy,16,0,small,0,9.6
13.93,5,moderate,windy,10,3,medium,5,63.8
15.72,5,heavy,snowy,16,3,small,3,104.2
9.72,5,low,sunny,12,6,medium,2,48.6
2.0,2,moderate,sunny,19,0,large,4,28.3
3.79,3,very_heavy,sunny,19,6,small,4,41.8
11.84,2,low,rainy,12,1,small,6,35.8
2.29,1,low,rainy,7,6,large,5,14.8
21.1,1,moderate,rainy,11,4,medium,10,66.1
6.61,2,low,sunny,11,2,medium,4,30.9
9.41,3,low,windy,13,6,small,4,42.0
12.13,0,moderate,sunny,15,2,large,4,48.0
12.79,4,moderate,sunny,21,4,medium,0,58.9
0.55,2,moderate,sunny,7,0,small,8,21.3
3.81,5,moderate,sunny,15,0,small,5,30.1
25.95,1,moderate,rainy,9,2,small,4,96.2
0.54,0,moderate,rainy,15,1,medium,3,12.6
15.49,1,heavy,sunny,16,1,medium,5,60.6
14.94,5,heavy,sunny,19,2,small,9,72.1
10.33,1,moderate,sunny,15,4,small,4,20.5
13.22,4,heavy,rainy,9,0,small,4,77.9
23.53,5,heavy,sunny,20,5,small,1,110.9
25.32,1,low,sunny,13,5,large,3,57.6
8.18,3,very_heavy,sunny,14,5,medium,8,73.6
10.01,1,heavy,rainy,16,1,small,7,51.9
7.65,2,moderate,sunny,10,6,small,8,27.3
14.66,1,low,sunny,21,0,small,5,41.5
20.66,4,moderate,sunny,7,0,medium,9,68.2
7.23,5,moderate,sunny,9,5,small,6,48.0
10.26,1,heavy,sunny,21,5,small,1,34.2
27.95,1,moderate,sunny,13,0,large,1,84.6
1.93,4,low,rainy,20,2,medium,5,39.4
14.09,2,low,sunny,20,2,medium,4,48.1
21.49,3,heavy,sunny,21,5,small,1,92.1
4.94,4,low,snowy,17,3,small,0,40.6
1.9,0,heavy,sunny,17,4,large,6,24.9
4.58,5,low,sunny,16,0,medium,8,43.1
27.61,2,moderate,sunny,17,6,medium,2,74.7
0.77,3,moderate,sunny,10,3,medium,2,36.3
6.06,2,low,sunny,19,4,small,5,31.5
1.42,4,moderate,windy,9,3,medium,1,45.8
3.76,3,moderate,sunny,14,1,small,9,18.1
18.79,1,low,rainy,12,4,small,6,69.2
7.63,1,moderate,windy,18,2,medium,3,37.0
17.29,5,heavy,sunny,10,1,small,6,79.9
17.91,3,heavy,rainy,10,3,small,1,92.1
25.56,1,moderate,sunny,19,2,small,3,63.6
0.64,0,heavy,sunny,14,6,small,5,13.0
25.67,0,low,rainy,17,4,large,10,57.1
18.76,5,low,sunny,20,2,large,9,71.2
5.3,5,moderate,snowy,19,0,small,6,48.6
23.3,2,moderate,sunny,12,2,small,3,71.0
25.74,1,heavy,sunny,9,0,medium,10,80.2
8.0,2,low,sunny,21,1,small,1,37.0
27.6,0,moderate,sunny,11,1,medium,3,84.3
13.91,3,moderate,sunny,18,4,small,4,48.6
18.3,3,low,sunny,18,0,medium,6,49.6
29.55,5,moderate,sunny,13,1,small,7,113.3
11.17,1,moderate,sunny,9,0,medium,4,37.2
24.49,1,low,snowy,14,6,medium,10,90.2
9.89,0,moderate,sunny,9,6,small,4,43.6
24.08,2,low,sunny,12,2,small,6,79.3
18.22,3,heavy,rainy,12,3,medium,0,92.3
6.88,0,low,rainy,14,2,large,1,29.6
12.71,4,low,windy,9,3,small,2,55.7
9.87,2,low,windy,19,3,small,0,53.0
2.8,4,low,sunny,8,1,medium,9,37.3
1.38,2,low,sunny,21,4,small,6,11.7
10.72,0,moderate,rainy,11,0,large,9,47.7
1.06,0,low,sunny,14,4,medium,3,11.9
5.38,3,low,rainy,20,5,small,1,48.2
21.89,3,low,sunny,16,0,medium,3,75.1
21.39,4,moderate,windy,7,5,medium,0,93.8
22.29,5,low,rainy,16,5,small,3,85.1
9.86,0,moderate,sunny,15,6,medium,1,26.3
26.76,1,moderate,sunny,20,5,small,2,81.1
18.02,1,heavy,snowy,15,0,small,7,72.5
4.22,0,low,rainy,21,0,medium,10,7.6
4.74,0,heavy,rainy,14,0,medium,2,18.3
20.95,0,moderate,rainy,9,4,medium,10,71.6
5.6,3,low,sunny,14,4,small,8,37.6
15.47,0,moderate,sunny,20,4,medium,1,44.0
29.76,1,heavy,sunny,7,2,small,0,133.9
0.62,0,moderate,rainy,12,1,medium,1,11.2
0.99,4,moderate,rainy,7,0,small,7,23.3
29.8,3,moderate,sunny,19,2,medium,7,109.4
17.75,5,low,snowy,14,2,small,9,86.3
4.24,0,very_heavy,sunny,17,2,small,5,33.9
26.97,1,low,rainy,21,0,small,0,68.7
26.47,2,low,sunny,19,2,medium,10,97.5
16.32,3,low,sunny,13,5,small,9,63.4
18.84,0,moderate,sunny,21,1,small,7,49.4
8.56,1,heavy,rainy,14,6,small,10,35.9
1.99,2,heavy,rainy,21,0,medium,3,25.3
18.04,0,heavy,sunny,21,4,large,5,75.1
9.2,2,moderate,sunny,10,0,large,5,42.7
20.08,4,moderate,rainy,18,2,large,3,80.9
25.17,3,moderate,sunny,17,6,large,10,61.4
1.04,2,low,rainy,18,5,small,6,22.7
18.07,2,heavy,sunny,9,3,small,10,77.5
7.32,5,moderate,windy,14,4,small,3,51.5
26.28,3,moderate,rainy,9,4,small,5,113.3
7.98,3,moderate,sunny,20,5,medium,10,36.4
18.52,5,heavy,rainy,20,4,large,1,107.4
16.83,0,low,sunny,15,3,medium,5,32.7
12.19,0,heavy,windy,8,0,large,8,64.8
20.49,2,heavy,rainy,16,6,medium,8,78.5
21.91,1,heavy,sunny,13,3,small,8,88.4
17.22,1,low,rainy,18,2,small,6,74.2
22.87,0,low,sunny,8,0,large,0,58.7
29.51,5,moderate,windy,13,4,medium,3,82.7
12.87,3,heavy,windy,12,5,small,8,66.2
15.68,4,very_heavy,rainy,21,5,small,5,91.8
0.87,0,moderate,sunny,11,6,medium,3,5.8
23.98,2,low,rainy,21,6,medium,9,83.2
15.85,3,low,sunny,20,4,medium,3,44.8
12.53,3,moderate,sunny,15,6,large,4,58.6
3.28,4,low,windy,9,0,small,4,38.4
26.74,4,moderate,sunny,10,2,large,3,77.0
12.15,2,heavy,sunny,7,3,medium,5,57.1
20.64,4,moderate,sunny,18,4,medium,10,55.6
4.91,1,moderate,snowy,17,2,large,10,49.0
28.87,0,low,windy,11,2,medium,3,61.9
5.76,5,low,sunny,17,6,small,4,43.3
6.39,0,moderate,sunny,15,4,large,9,25.8
25.84,1,moderate,rainy,19,4,medium,6,88.5
27.42,0,low,sunny,8,1,small,1,68.6
6.76,1,low,windy,9,3,medium,6,32.1
14.36,2,low,windy,19,2,small,8,59.9
22.14,0,moderate,rainy,12,4,medium,4,73.7
26.41,2,moderate,sunny,21,6,small,6,74.3
11.68,5,moderate,rainy,20,1,small,8,50.0
15.75,0,moderate,snowy,8,5,small,1,72.5
22.38,5,low,sunny,13,4,medium,10,41.1
22.07,2,moderate,windy,17,3,small,0,67.8
23.6,3,low,sunny,9,6,medium,1,87.9
17.31,2,heavy,snowy,19,1,medium,3,75.9
3.59,1,low,rainy,8,4,small,0,27.7
27.17,0,moderate,sunny,8,2,small,7,78.6
26.03,3,low,sunny,15,4,small,5,64.5
24.04,5,heavy,sunny,10,0,large,3,95.8
3.45,3,low,sunny,16,5,large,10,18.5
6.53,3,heavy,windy,12,0,small,2,42.5
22.44,3,low,sunny,11,2,small,9,48.9
1.18,2,heavy,windy,19,6,medium,6,26.7
29.39,0,moderate,sunny,9,4,small,7,75.4
11.63,3,low,rainy,14,3,small,10,46.1
21.72,5,low,windy,9,2,small,2,84.5
26.68,1,moderate,rainy,9,0,medium,1,84.3
12.14,5,heavy,windy,10,0,small,8,81.9
9.91,5,heavy,snowy,10,5,large,7,77.9
18.46,1,low,rainy,13,1,small,2,49.4
17.64,3,moderate,rainy,14,0,small,10,68.3
12.57,4,low,sunny,9,3,large,7,49.2
18.25,2,low,sunny,7,2,small,5,64.8
28.09,4,moderate,sunny,8,6,small,1,75.8
14.3,5,moderate,rainy,16,1,small,10,59.9
6.3,3,low,rainy,21,1,medium,5,42.4
11.63,5,heavy,rainy,7,1,medium,6,79.0
12.13,4,heavy,windy,7,1,medium,0,95.1
4.37,4,heavy,sunny,18,3,small,7,40.0
5.3,5,low,windy,17,1,small,9,48.8
20.69,1,heavy,sunny,18,5,small,8,80.3
10.51,0,moderate,sunny,9,5,small,4,30.9
28.67,0,moderate,rainy,19,3,small,2,73.3
7.69,1,low,sunny,16,1,medium,4,24.7
3.42,4,heavy,rainy,9,5,medium,6,58.7
22.73,3,moderate,rainy,8,6,medium,2,89.7
26.49,2,heavy,rainy,16,6,medium,6,93.3
8.7,0,moderate,sunny,18,6,medium,10,28.1
6.46,4,heavy,sunny,18,5,small,1,54.3
5.98,2,moderate,sunny,15,5,medium,2,30.8
15.9,4,heavy,sunny,14,6,small,5,81.8
14.32,0,low,sunny,17,2,medium,1,51.7
8.15,1,low,sunny,8,6,small,8,21.8
1.83,0,heavy,rainy,12,0,medium,0,19.0
14.7,1,moderate,windy,8,5,large,0,48.5
28.8,5,moderate,rainy,19,2,small,3,89.1
19.75,2,heavy,sunny,16,2,small,4,79.1
15.12,2,moderate,sunny,18,4,large,7,65.1
3.77,1,heavy,sunny,14,1,small,1,26.0
7.95,1,moderate,sunny,20,6,small,8,21.3
9.2,4,heavy,sunny,20,5,small,1,48.0
23.06,5,low,windy,16,0,small,10,85.3
26.36,4,moderate,rainy,19,5,medium,5,111.4
27.1,4,heavy,sunny,16,0,medium,8,101.6
29.54,2,low,rainy,17,5,medium,0,104.0
29.48,0,moderate,windy,10,5,medium,7,97.8
28.61,4,moderate,sunny,21,4,medium,4,90.6
2.62,4,moderate,rainy,9,4,medium,5,34.7
4.56,3,moderate,sunny,17,5,small,0,34.4
9.48,0,low,sunny,16,5,medium,6,22.1
16.81,4,heavy,windy,8,4,small,10,82.4
3.36,5,low,sunny,18,1,small,10,31.9
25.45,1,moderate,rainy,8,4,medium,9,95.3
18.69,0,moderate,sunny,14,1,medium,7,40.1
16.5,4,low,rainy,19,0,large,2,80.3
5.38,1,low,rainy,8,1,small,4,27.3
7.97,4,very_heavy,windy,12,3,small,0,62.4
5.23,4,moderate,rainy,14,6,small,2,42.7
25.63,1,low,rainy,20,0,small,2,69.4
17.73,0,heavy,sunny,12,0,small,7,57.9
22.19,3,moderate,sunny,8,0,medium,0,87.3
9.23,2,low,rainy,8,1,medium,10,46.4
11.45,5,moderate,sunny,9,3,small,8,66.5
12.44,2,moderate,sunny,19,5,small,7,50.1
22.92,1,low,windy,18,0,small,6,77.1
23.28,5,heavy,sunny,13,5,medium,2,118.3
6.6,4,low,sunny,19,6,small,5,38.7
28.28,3,low,windy,20,0,small,7,62.0
4.06,5,low,sunny,20,3,small,9,29.7
26.94,4,heavy,rainy,7,5,small,7,114.4
3.46,5,heavy,sunny,8,4,small,8,37.1
8.3,4,heavy,sunny,17,1,medium,5,53.8
25.47,2,low,rainy,12,1,small,4,63.5
5.8,0,heavy,sunny,9,3,small,8,15.5
12.7,3,moderate,rainy,16,5,small,6,56.7
13.77,4,moderate,sunny,12,6,small,4,46.8
7.74,5,low,sunny,20,3,large,4,36.8
21.45,4,heavy,sunny,15,3,medium,6,95.1
25.61,3,low,sunny,10,3,small,6,71.3
26.3,3,moderate,sunny,21,3,medium,3,57.0
10.51,0,moderate,rainy,16,4,small,1,40.5
16.16,0,low,sunny,11,1,small,9,34.0
7.83,0,very_heavy,sunny,9,3,small,3,54.8
7.72,5,heavy,sunny,15,4,medium,1,56.2
5.26,4,moderate,sunny,18,3,medium,2,44.5
28.23,1,moderate,sunny,19,6,small,9,75.5
26.7,2,moderate,windy,8,5,medium,1,94.4
23.43,2,heavy,rainy,13,5,small,7,61.3
15.77,1,low,rainy,21,5,small,4,49.4
14.97,2,moderate,sunny,16,3,small,6,42.6
16.13,2,moderate,sunny,8,2,small,7,60.6
16.33,4,moderate,rainy,20,3,small,2,61.9
13.32,4,moderate,sunny,17,6,large,4,65.2
4.39,0,low,rainy,13,6,small,8,14.2
4.21,2,very_heavy,snowy,18,2,small,10,65.2
28.59,5,low,sunny,16,3,small,9,93.0
14.72,5,low,rainy,10,1,small,3,60.4
28.62,4,moderate,sunny,18,0,small,2,89.4
5.33,4,moderate,sunny,10,2,small,10,41.4
16.86,0,low,sunny,10,0,small,7,49.3
6.63,5,moderate,rainy,15,2,small,2,35.5
7.97,4,heavy,sunny,7,0,small,7,43.2
1.39,5,low,rainy,16,2,medium,3,35.0
4.01,5,very_heavy,rainy,15,5,large,1,87.7
27.55,1,moderate,sunny,17,5,small,1,100.1
9.99,0,moderate,sunny,9,6,medium,4,41.7
18.44,3,low,rainy,15,3,medium,2,79.3
14.22,2,heavy,sunny,13,3,medium,8,36.0
12.31,0,heavy,windy,9,6,medium,1,42.1
16.19,1,low,sunny,13,3,medium,2,34.1
6.02,5,low,snowy,20,0,large,6,54.1
29.66,2,low,sunny,19,6,small,4,63.5
24.64,1,low,sunny,9,4,small,2,81.6
22.38,3,very_heavy,rainy,19,4,medium,0,125.3
14.33,3,moderate,sunny,15,0,large,0,39.3
5.01,1,moderate,sunny,7,3,small,3,26.5
27.66,5,very_heavy,sunny,20,3,large,2,172.6
10.57,3,heavy,rainy,14,5,medium,6,68.3
1.98,0,heavy,sunny,20,2,medium,7,11.7
10.6,1,moderate,sunny,8,2,medium,1,44.6
23.94,5,moderate,sunny,9,4,medium,4,115.6
18.87,0,low,sunny,20,0,medium,5,51.6
22.65,0,moderate,windy,10,5,medium,1,81.3
23.91,3,moderate,sunny,15,0,small,5,70.1
6.75,2,low,sunny,16,1,large,0,38.9
27.75,1,moderate,sunny,21,3,medium,3,61.4
13.42,2,moderate,sunny,12,1,medium,8,44.5
19.35,1,moderate,windy,18,0,small,2,81.8
0.57,2,low,sunny,17,2,small,7,10.1
29.8,1,moderate,rainy,17,4,small,1,68.1
8.79,3,moderate,sunny,14,1,small,5,32.0
2.33,4,heavy,rainy,8,1,medium,9,29.5
14.02,5,heavy,sunny,10,4,large,5,113.9
4.31,0,low,sunny,15,6,medium,8,14.1
4.99,1,low,sunny,13,3,small,2,20.2
19.15,1,moderate,sunny,9,3,large,2,59.4
12.09,3,low,windy,17,5,large,5,35.0
27.69,3,moderate,rainy,13,0,medium,2,97.0
9.92,5,very_heavy,sunny,18,6,small,8,92.5
21.92,5,low,sunny,15,3,medium,3,79.3
14.1,4,moderate,rainy,12,2,small,8,59.6
19.97,1,heavy,sunny,8,4,small,0,58.3
18.19,0,moderate,sunny,8,6,medium,3,45.4
14.45,5,low,rainy,14,6,medium,2,66.8
28.53,5,low,sunny,12,5,small,7,104.0
10.61,1,heavy,sunny,17,3,large,2,55.1
5.73,0,low,sunny,16,1,large,5,19.5
20.5,4,moderate,sunny,11,1,medium,3,43.8
25.46,3,heavy,rainy,18,5,small,8,142.9
1.69,5,low,rainy,15,0,small,4,43.7
13.76,3,heavy,snowy,20,3,medium,7,69.9
26.83,4,low,sunny,21,2,medium,0,53.5
22.61,4,low,rainy,21,4,medium,8,85.2
29.76,0,moderate,windy,8,2,small,7,74.8
16.18,0,very_heavy,rainy,14,4,small,1,75.5
19.97,4,low,windy,7,3,small,1,65.9
9.42,1,low,snowy,20,6,medium,3,53.5
28.45,1,heavy,rainy,17,1,small,10,119.4
11.31,4,low,snowy,10,5,small,2,70.0
22.29,1,heavy,rainy,16,5,medium,5,89.6
12.39,0,moderate,sunny,15,5,large,4,48.7
17.07,0,moderate,windy,15,3,small,3,40.5
21.73,2,heavy,rainy,15,2,small,5,110.5
15.51,3,heavy,sunny,21,3,medium,1,77.7
27.26,4,low,sunny,18,6,large,7,95.0
12.87,5,very_heavy,sunny,13,1,small,1,111.3
19.59,3,heavy,windy,18,4,small,6,76.3
10.6,4,heavy,sunny,9,1,medium,3,58.8
12.54,1,moderate,sunny,11,5,small,6,39.0
13.48,2,moderate,sunny,8,2,large,6,75.4
4.21,1,moderate,sunny,20,6,medium,6,23.0
3.21,0,low,windy,7,1,small,6,19.2
20.19,5,moderate,sunny,20,0,large,3,71.5
19.84,1,moderate,sunny,19,6,medium,6,54.3
20.06,2,moderate,sunny,21,2,small,2,65.6
1.08,2,moderate,rainy,18,0,small,4,20.3
10.13,0,moderate,rainy,13,5,medium,2,32.5
6.34,5,moderate,sunny,19,2,large,5,58.9
23.46,1,moderate,sunny,21,6,small,8,48.4
25.89,0,very_heavy,windy,20,3,small,6,80.5
7.78,2,heavy,rainy,18,5,large,1,55.0
20.2,0,low,rainy,18,4,small,0,62.5
4.32,5,low,sunny,16,3,small,3,30.4
8.62,1,moderate,snowy,20,3,small,6,36.9
4.59,1,moderate,rainy,13,1,medium,3,31.6
8.86,1,heavy,sunny,14,5,medium,10,44.1
20.4,0,low,windy,19,3,small,6,42.5
27.35,0,low,windy,10,0,small,9,52.6
6.47,3,moderate,rainy,18,2,medium,10,41.7
16.49,1,heavy,rainy,8,2,medium,1,76.2
21.19,0,very_heavy,sunny,15,6,small,9,109.2
28.61,1,heavy,sunny,7,2,small,0,116.4
18.5,1,moderate,sunny,21,3,medium,1,67.1
8.03,2,heavy,sunny,19,0,small,5,46.1
18.95,5,low,sunny,10,2,small,5,72.4
9.95,1,moderate,sunny,9,1,large,7,42.8
29.3,4,heavy,windy,16,3,large,0,154.5
12.29,4,moderate,sunny,20,6,small,1,51.9
20.72,0,very_heavy,rainy,11,6,large,8,127.5
1.19,3,low,sunny,21,2,medium,6,14.2
12.3,2,low,sunny,13,4,large,4,44.3
26.32,3,moderate,sunny,13,6,large,2,107.0
18.5,1,heavy,sunny,12,1,medium,2,74.3
13.6,2,moderate,sunny,11,3,small,3,46.2
28.11,0,heavy,sunny,12,3,small,5,71.5
25.69,5,low,rainy,9,0,medium,8,90.6
10.01,3,heavy,sunny,12,3,small,4,65.7
16.56,0,moderate,sunny,11,0,medium,4,48.2
14.95,3,low,sunny,7,2,small,10,38.2
19.15,5,heavy,sunny,12,0,medium,1,94.2
10.36,4,heavy,sunny,7,5,large,0,61.5
7.7,1,moderate,sunny,9,5,small,10,34.1
